Flight,Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],SPEED (km/h)
Flight 3,2370,50.330936,3.450166,11738.3,38511.4,207.3,834.51
Flight 3,2400,50.27924,3.412363,11862.1,38917.7,207.7,828.77
Flight 3,2430,50.227379,3.374517,11901.6,39047.2,206.6,830.81
Flight 3,2460,50.174999,3.3365,11903.1,39052.3,207.3,834.14
Flight 3,2490,50.122456,3.298139,11902.0,39048.5,207.3,831.92
Flight 3,2520,50.070068,3.259607,11902.6,39050.6,207.7,833.59
Flight 3,2550,50.017349,3.221246,11903.0,39051.8,207.7,839.33
Flight 3,2580,49.964626,3.183057,11902.9,39051.6,207.7,847.85
Flight 3,2610,49.911739,3.144997,11899.9,39041.7,208,844.33
Flight 3,2640,49.858845,3.10685,11903.0,39051.8,208,847.1
Flight 3,2670,49.805954,3.068661,11900.3,39042.9,208,851.73
Flight 3,2700,49.753143,3.030944,11900.1,39042.3,206.2,847.85
Flight 3,2730,49.697247,3.003827,11900.6,39043.9,196,847.48
Flight 3,2760,49.639545,2.985165,11899.2,39039.3,196,844.51
Flight 3,2790,49.582012,2.966717,11899.1,39039.2,196,846.92
Flight 3,2820,49.524406,2.94844,11898.4,39036.7,196,843.4
Flight 3,2850,49.46714,2.930035,11898.0,39035.6,196,841.73
Flight 3,2880,49.410126,2.911544,11898.6,39037.3,196.4,838.22
Flight 3,2910,49.353455,2.893095,11897.8,39034.9,196.4,837.47
Flight 3,2940,49.296871,2.874604,11899.2,39039.4,196,840.81
Flight 3,2970,49.240288,2.856371,11900.4,39043.2,195.6,844.51
Flight 3,3000,49.183876,2.838266,11896.8,39031.5,195.6,843.77
Flight 3,3030,49.127621,2.820333,11898.6,39037.5,195.6,843.77
Flight 3,3060,49.071396,2.802571,11896.5,39030.6,195.6,841.18
Flight 3,3090,49.015503,2.784638,11898.2,39036.1,195.6,836.73
Flight 3,3120,48.959774,2.766877,11898.9,39038.3,195.6,840.07
Flight 3,3150,48.904057,2.749244,11899.1,39038.9,195.6,844.88
Flight 3,3180,48.848579,2.731697,11895.9,39028.6,195.6,834.88
Flight 3,3210,48.793285,2.714236,11897.4,39033.5,196,829.51
Flight 3,3240,48.739361,2.691968,11900.2,39042.6,211.1,827.66
Flight 3,3270,48.68956,2.654895,11897.1,39032.4,198.8,832.47
Flight 3,3300,48.633492,2.639966,11895.6,39027.6,194.9,833.77
Flight 3,3330,48.577419,2.623792,11896.9,39031.9,195.6,830.99
Flight 3,3360,48.521439,2.606803,11895.3,39026.4,195.9,830.25
Flight 3,3390,48.465622,2.589943,11896.8,39031.6,195.6,834.14
Flight 3,3420,48.409389,2.574112,11895.8,39028.1,191.7,839.33
Flight 3,3450,48.351433,2.571757,11893.1,39019.3,183.3,837.84
Flight 3,3480,48.293045,2.575196,11895.5,39027.4,184,833.96
Flight 3,3510,48.234661,2.578334,11894.5,39024,183.3,834.51
Flight 3,3540,48.17627,2.581601,11895.2,39026.1,183.6,836.36
Flight 3,3570,48.117886,2.584868,11894.7,39024.6,183.6,838.96
Flight 3,3600,48.059502,2.588135,11892.6,39017.9,184,838.4
Flight 3,3630,48.001289,2.591101,11893.7,39021.2,183.9,838.59
Flight 3,3660,47.943073,2.594325,11896.4,39030.1,183.9,841.92
Flight 3,3690,47.884865,2.59742,11893.7,39021.4,183.9,845.99
Flight 3,3720,47.826988,2.600816,11892.7,39018.1,184.3,839.14
Flight 3,3750,47.769287,2.603825,11892.2,39016.3,184.6,830.81
Flight 3,3780,47.711586,2.606834,11891.2,39013.2,184.6,823.77
Flight 3,3810,47.653896,2.609972,11892.4,39017,184.3,826.36
Flight 3,3840,47.596363,2.613067,11892.0,39015.7,184.3,825.81
Flight 3,3870,47.538837,2.616334,11892.0,39015.8,184.3,827.47
Flight 3,3900,47.481308,2.619215,11891.6,39014.3,184.6,829.33
Flight 3,3930,47.423611,2.622353,11891.9,39015.4,184.3,830.25
Flight 3,3960,47.365734,2.625577,11892.1,39016.2,184.6,828.21
Flight 3,3990,47.308037,2.628586,11891.7,39014.7,184.9,831.92
Flight 3,4020,47.250164,2.631939,11891.7,39014.8,184.9,837.66
Flight 3,4050,47.192123,2.634905,11891.9,39015.4,185.3,841.18
Flight 3,4080,47.134079,2.637829,11890.2,39009.7,185.3,837.29
Flight 3,4110,47.076206,2.640752,11889.9,39008.9,184.6,839.7
Flight 3,4140,47.017914,2.643976,11890.7,39011.3,184.9,845.44
Flight 3,4170,46.959953,2.647115,11888.3,39003.5,185.3,837.1
Flight 3,4200,46.902252,2.650038,11888.4,39003.8,185.6,829.7
Flight 3,4230,46.844719,2.653133,11889.9,39009,185.6,828.4
Flight 3,4260,46.787128,2.656173,11890.5,39010.9,186,829.33
Flight 3,4290,46.729446,2.65938,11889.5,39007.6,185.6,828.77
Flight 3,4320,46.671768,2.662715,11889.9,39008.7,186,829.33
Flight 3,4350,46.614086,2.665922,11890.8,39011.7,185.9,829.33
Flight 3,4380,46.55616,2.669001,11889.5,39007.6,185.6,828.77
Flight 3,4410,46.49839,2.672208,11889.8,39008.7,186.3,833.03
Flight 3,4440,46.440624,2.675329,11890.9,39012,186.3,826.18
Flight 3,4470,46.383034,2.678407,11890.8,39011.7,186.3,825.44
Flight 3,4500,46.325439,2.681657,11891.0,39012.4,186.6,829.14
Flight 3,4530,46.267853,2.684864,11890.3,39010.3,186.6,825.62
Flight 3,4560,46.210339,2.688156,11890.9,39012.1,186.6,827.1
Flight 3,4590,46.15284,2.691191,11891.2,39013.2,186.6,828.4
Flight 3,4620,46.095497,2.694355,11893.3,39019.9,187.3,835.62
Flight 3,4650,46.038326,2.69752,11892.7,39018.1,188,838.77
Flight 3,4680,45.980995,2.700469,11890.7,39011.6,188.4,838.77
Flight 3,4710,45.924175,2.703504,11890.7,39011.5,188.4,839.33
Flight 3,4740,45.868042,2.706454,11890.6,39011.3,188.4,833.03
Flight 3,4770,45.811909,2.70936,11890.9,39012.3,188,831.92
Flight 3,4800,45.756115,2.71261,11892.7,39018,188,830.99
Flight 3,4830,45.700165,2.715645,11892.0,39015.6,188,832.29
Flight 3,4860,45.644451,2.718809,11891.7,39014.6,188,830.99
Flight 3,4890,45.588745,2.721716,11891.4,39013.7,188.3,831.92
Flight 3,4920,45.533211,2.724451,11890.6,39011.2,188,826.36
Flight 3,4950,45.47768,2.727486,11891.0,39012.5,188,823.95
Flight 3,4980,45.422314,2.730564,11892.9,39018.6,187.6,819.7
Flight 3,5010,45.367298,2.733471,11892.2,39016.4,187.6,817.29
Flight 3,5040,45.312107,2.736377,11892.3,39016.8,187.3,816.18
Flight 3,5070,45.256916,2.739284,11891.9,39015.6,187.2,818.21
Flight 3,5100,45.201645,2.74219,11893.2,39019.7,187.6,818.21
Flight 3,5130,45.146027,2.745054,11893.3,39020,187.6,824.7
Flight 3,5160,45.090408,2.748003,11893.1,39019.2,187.9,824.14
Flight 3,5190,45.034443,2.751038,11892.4,39017,187.9,823.95
Flight 3,5220,44.978397,2.753988,11893.4,39020.5,187.6,823.58
Flight 3,5250,44.922184,2.757023,11893.3,39020,187.6,826.73
Flight 3,5280,44.865696,2.759844,11894.2,39022.9,187.6,830.81
Flight 3,5310,44.808884,2.762707,11893.5,39020.5,187.6,835.25
Flight 3,5340,44.751717,2.767889,11893.8,39021.6,183,835.62
Flight 3,5370,44.693699,2.777533,11894.8,39025,183,839.14
Flight 3,5400,44.635586,2.787091,11893.9,39021.9,183,843.59
Flight 3,5430,44.577312,2.796607,11894.1,39022.8,183,845.62
Flight 3,5460,44.519196,2.80595,11893.2,39019.8,183,842.1
Flight 3,5490,44.461086,2.815122,11893.6,39020.8,183,839.7
Flight 3,5520,44.403152,2.824294,11894.6,39024.4,183,838.59
Flight 3,5550,44.345039,2.833466,11894.0,39022.2,183,839.7
Flight 3,5580,44.286846,2.842467,11894.9,39025.1,182.9,840.44
Flight 3,5610,44.228657,2.851467,11894.3,39023.2,182.9,840.44
Flight 3,5640,44.170551,2.857249,11894.0,39022.4,188.2,841.73
Flight 3,5670,44.113289,2.857066,11839.0,38841.8,188.6,837.47
Flight 3,5700,44.056133,2.857226,11686.4,38341.2,188.2,831.55
Flight 3,5730,43.998798,2.857386,11537.7,37853.3,187.8,827.29
Flight 3,5760,43.940861,2.85776,11391.5,37373.8,187.5,832.47
Flight 3,5790,43.882587,2.858349,11247.7,36902,187.5,834.51
Flight 3,5820,43.824299,2.858724,11096.3,36405.1,187.5,831.36
Flight 3,5850,43.766373,2.859055,10982.0,36030.3,187.1,823.03
Flight 3,5880,43.70903,2.859387,10859.2,35627.1,187.1,820.25
Flight 3,5910,43.65221,2.859719,10699.4,35103,186.8,810.25
Flight 3,5940,43.595989,2.860093,10543.1,34590.4,187.1,804.14
Flight 3,5970,43.540455,2.860382,10389.2,34085.2,186.8,796.36
Flight 3,6000,43.485264,2.860928,10236.2,33583.3,186.4,791.92
Flight 3,6030,43.430248,2.861346,9935.9,32598.2,186.7,795.62
Flight 3,6060,43.37394,2.86172,9551.3,31336.2,186.4,820.81
Flight 3,6090,43.315758,2.862052,9276.1,30433.4,186,838.77
Flight 3,6120,43.257469,2.862598,8993.4,29505.9,185.3,836.73
Flight 3,6150,43.198673,2.863058,8700.6,28545.4,184.3,841.18
Flight 3,6180,43.139107,2.863604,8401.8,27564.9,184.3,840.99
Flight 3,6210,43.080406,2.864365,8096.7,26563.9,185.7,826.92
Flight 3,6240,43.023403,2.864396,7796.7,25579.7,186,812.47
Flight 3,6270,42.966763,2.864385,7485.2,24557.7,185.3,801.73
Flight 3,6300,42.910793,2.864716,7175.5,23541.6,184.2,786.54
Flight 3,6330,42.854824,2.86522,6870.4,22540.6,183.9,780.62
Flight 3,6360,42.799129,2.865766,6561.0,21525.8,184.2,775.62
Flight 3,6390,42.744968,2.865668,6261.2,20542.1,188.1,762.65
Flight 3,6420,42.692612,2.859648,5958.0,19547.1,189.5,753.21
Flight 3,6450,42.641289,2.8535,5748.0,18858.3,190.2,746.36
Flight 3,6480,42.591671,2.847652,5592.3,18347.5,190.5,731.17
Flight 3,6510,42.543598,2.841804,5438.8,17843.9,190.5,723.39
Flight 3,6540,42.495193,2.835955,5289.9,17355.3,189.8,721.35
Flight 3,6570,42.446621,2.829893,5138.2,16857.7,193,718.39
Flight 3,6600,42.399662,2.818723,4986.4,16359.6,194,712.09
Flight 3,6630,42.352551,2.807167,4835.5,15864.3,194,707.83
Flight 3,6660,42.305595,2.795869,4684.4,15368.6,193.7,700.8
Flight 3,6690,42.258129,2.784614,4533.3,14873,193.7,699.32
Flight 3,6720,42.210835,2.773358,4381.7,14375.7,193.7,694.69
Flight 3,6750,42.163883,2.76206,4230.1,13878.3,194.4,689.68
Flight 3,6780,42.116932,2.750675,4087.9,13411.6,194.4,685.43
Flight 3,6810,42.069649,2.738948,3939.9,12926.3,194,680.8
Flight 3,6840,42.02269,2.727306,3785.0,12418,193.7,677.28
Flight 3,6870,41.975574,2.715708,3634.8,11925.1,193.3,669.87
Flight 3,6900,41.92939,2.704495,3451.0,11322.1,193.3,648.76
Flight 3,6930,41.883564,2.692896,3024.4,9922.5,193.3,656.53
Flight 3,6960,41.840725,2.671942,2769.5,9086.2,208.4,631.9
Flight 3,6990,41.801666,2.641933,2619.1,8592.7,210.9,637.64
Flight 3,7020,41.762531,2.610937,2490.0,8169.4,209.8,639.31
Flight 3,7050,41.723564,2.581914,2430.4,7973.8,208.4,603.2
Flight 3,7080,41.687431,2.555767,2302.9,7555.4,208.4,560.42
Flight 3,7110,41.654713,2.530993,2241.9,7355.4,209.4,511.34
Flight 3,7140,41.624599,2.507979,2163.6,7098.5,209.1,472.82
Flight 3,7170,41.596016,2.486081,2021.6,6632.6,209.4,457.07
Flight 3,7200,41.568031,2.464526,1827.1,5994.3,210.1,452.07
Flight 3,7230,41.540051,2.442113,1639.7,5379.6,210.8,451.52
Flight 3,7260,41.511986,2.420257,1473.6,4834.8,209.1,444.29
Flight 3,7290,41.483917,2.399475,1306.5,4286.5,207.7,439.29
Flight 3,7320,41.455845,2.379422,1115.0,3658,205.9,434.29
Flight 3,7350,41.427433,2.358296,902.1,2959.7,206.2,427.07
Flight 3,7380,41.398602,2.336912,745.0,2444.4,206.2,426.52
Flight 3,7410,41.376118,2.309006,713.6,2341.2,245.6,379.66
Flight 3,7440,41.364609,2.274791,699.3,2294.3,242.1,329.84
Flight 3,7470,41.353622,2.244052,702.2,2303.9,242.1,320.58
Flight 3,7500,41.342716,2.212412,562.5,1845.6,244.5,321.51
Flight 3,7530,41.332169,2.181502,404.5,1327,243.8,298.91
Flight 3,7560,41.322803,2.153896,271.3,890.1,243.1,288.91
Flight 3,7590,41.313961,2.127963,140.3,460.2,244.2,283.17
Flight 3,7620,41.305466,2.102932,23.2,76,245.6,273.36
Flight 4,90,52.306423,4.768599,-1.2,-4,279.8,82.78
Flight 4,720,52.29303,4.747095,115.4,378.5,237.6,308.73
Flight 4,750,52.282211,4.719406,544.2,1785.3,234.8,312.62
Flight 4,780,52.269066,4.687639,723.1,2372.5,224.6,406.88
Flight 4,810,52.243046,4.676171,1170.8,3841.1,172.5,421.52
Flight 4,840,52.217552,4.707147,1585.0,5200.3,143.7,451.52
Flight 4,870,52.186218,4.736233,1894.2,6214.6,158.5,509.3
Flight 4,900,52.151707,4.756952,2414.6,7921.8,175.3,517.08
Flight 4,930,52.115471,4.75926,2908.6,9542.6,182.4,524.86
Flight 4,960,52.077877,4.761096,3263.2,10705.9,182.4,559.3
Flight 4,990,52.035297,4.762846,3468.2,11378.5,181.7,630.05
Flight 4,1020,51.990314,4.764811,3944.7,12941.9,181.3,649.68
Flight 4,1050,51.94413,4.766518,4361.5,14309.3,184.8,663.02
Flight 4,1080,51.898716,4.748012,4809.1,15777.8,207.3,682.09
Flight 4,1110,51.855713,4.714529,5285.8,17342,208,696.54
Flight 4,1140,51.811932,4.680316,5719.0,18763.2,206.6,705.61
Flight 4,1170,51.766956,4.645374,6104.3,20027.2,207.3,723.02
Flight 4,1200,51.72094,4.60953,6489.3,21290.5,207.3,740.24
Flight 4,1230,51.674232,4.573129,6868.0,22532.8,208.4,754.5
Flight 4,1260,51.626595,4.536341,7201.4,23626.6,207.3,774.88
Flight 4,1290,51.577583,4.501785,7550.5,24772.1,205.2,770.06
Flight 4,1320,51.527359,4.46753,7828.8,25685,205.9,786.91
Flight 4,1350,51.476284,4.431986,8103.7,26586.8,206.6,798.77
Flight 4,1380,51.424347,4.395928,8364.8,27443.7,206.6,808.77
Flight 4,1410,51.371559,4.359355,8617.5,28272.7,206.6,818.4
Flight 4,1440,51.317993,4.322225,8860.2,29068.9,206.9,827.29
Flight 4,1470,51.263912,4.284579,9094.7,29838.3,207.6,839.33
Flight 4,1500,51.209145,4.246675,9323.1,30587.7,207.6,846.36
Flight 4,1530,51.154533,4.209158,9643.5,31638.8,208,836.18
Flight 4,1560,51.100124,4.172156,9925.2,32562.9,208,831.55
Flight 4,1590,51.046043,4.135325,10191.0,33435,207.6,835.44
Flight 4,1620,50.992134,4.098667,10415.6,34171.8,206.5,830.99
Flight 4,1650,50.937881,4.061965,10655.5,34958.9,207.2,828.03
Flight 4,1680,50.883717,4.025864,10869.7,35661.9,203.7,825.25
Flight 4,1710,50.828007,3.995342,11077.7,36344.2,202.3,822.47
Flight 4,1740,50.772636,3.964262,11275.2,36992.1,202.3,815.81
Flight 4,1770,50.71727,3.933654,11462.9,37607.8,202.7,816.73
Flight 4,1800,50.662071,3.903518,11643.0,38199,202.3,820.62
Flight 4,1830,50.606365,3.878146,11815.9,38766.2,194.2,813.58
Flight 4,1860,50.548759,3.864232,11919.0,39104.3,192.5,813.21
Flight 4,1890,50.490818,3.851005,11918.7,39103.2,192.5,812.66
Flight 4,1920,50.432964,3.837778,11919.1,39104.6,192.4,812.29
Flight 4,1950,50.374943,3.824722,11917.4,39099.2,192.4,810.81
Flight 4,1980,50.317162,3.811838,11917.9,39100.6,192.4,811.36
Flight 4,2010,50.259392,3.799298,11917.5,39099.5,192.4,810.25
Flight 4,2040,50.201447,3.786757,11917.3,39098.8,192.4,809.51
Flight 4,2070,50.143505,3.774388,11916.4,39095.7,192.4,808.95
Flight 4,2100,50.085388,3.761847,11915.1,39091.5,192.4,809.14
Flight 4,2130,50.027447,3.749264,11914.9,39090.7,192.4,808.4
Flight 4,2160,49.969505,3.736981,11913.6,39086.6,192.4,803.4
Flight 4,2190,49.913616,3.715128,11911.4,39079.3,207.5,799.51
Flight 4,2220,49.86409,3.672289,11914.9,39090.9,215.3,800.99
Flight 4,2250,49.815258,3.626575,11914.1,39088.1,214.9,801.73
Flight 4,2280,49.766228,3.58099,11912.5,39082.9,214.6,802.29
Flight 4,2310,49.716854,3.535705,11911.5,39079.8,214.2,800.43
Flight 4,2340,49.667164,3.490335,11913.0,39084.8,214.5,804.69
Flight 4,2370,49.617626,3.444792,11908.0,39068.2,214.2,798.03
Flight 4,2400,49.567928,3.399164,11910.4,39076.1,214.9,803.21
Flight 4,2430,49.517887,3.353794,11910.7,39077.2,215.6,809.32
Flight 4,2460,49.46801,3.308166,11911.7,39080.4,215.6,813.58
Flight 4,2490,49.417793,3.262452,11910.0,39074.9,215.6,814.88
Flight 4,2520,49.367058,3.217338,11905.2,39058.9,214.5,815.62
Flight 4,2550,49.316833,3.171625,11907.1,39065.2,215.9,811.55
Flight 4,2580,49.266621,3.125653,11907.3,39066,215.6,807.29
Flight 4,2610,49.216404,3.08024,11906.3,39062.5,215.2,803.95
Flight 4,2640,49.16584,3.035169,11908.5,39069.9,215.2,805.25
Flight 4,2670,49.115452,2.990099,11906.0,39061.6,215.2,804.88
Flight 4,2700,49.064716,2.945029,11907.1,39065.2,215.6,804.88
Flight 4,2730,49.013996,2.900002,11907.0,39064.8,215.9,810.06
Flight 4,2760,48.963169,2.854717,11905.8,39061,215.9,812.1
Flight 4,2790,48.912342,2.809647,11906.5,39063.2,215.5,807.29
Flight 4,2820,48.861359,2.764748,11903.0,39051.8,215.5,807.1
Flight 4,2850,48.810364,2.719978,11907.3,39065.8,215.9,809.69
Flight 4,2880,48.759293,2.67478,11902.1,39048.8,215.9,806.36
Flight 4,2910,48.708221,2.63001,11903.7,39054,215.5,804.69
Flight 4,2940,48.657139,2.584983,11901.4,39046.5,215.9,803.4
Flight 4,2970,48.606056,2.540084,11900.7,39044.2,215.5,803.03
Flight 4,3000,48.552929,2.499262,11904.7,39057.5,203.2,805.25
Flight 4,3030,48.491905,2.488782,11899.8,39041.3,181.8,809.32
Flight 4,3060,48.429317,2.493407,11900.6,39043.9,181.8,811.18
Flight 4,3090,48.36657,2.497904,11899.3,39039.8,182.5,806.36
Flight 4,3120,48.303646,2.502271,11900.6,39044,182.1,811.36
Flight 4,3150,48.240898,2.506167,11900.6,39044,182.5,813.03
Flight 4,3180,48.177975,2.509634,11901.0,39045.2,182.1,810.62
Flight 4,3210,48.115219,2.513444,11898.0,39035.4,181.7,810.44
Flight 4,3240,48.052307,2.518069,11896.8,39031.6,181.4,805.81
Flight 4,3270,47.989552,2.522738,11898.5,39037,181.4,807.84
Flight 4,3300,47.926464,2.52732,11896.0,39028.8,181.4,802.47
Flight 4,3330,47.863716,2.528083,11896.0,39028.9,189.5,808.95
Flight 4,3360,47.802082,2.516615,11895.3,39026.6,191.2,807.29
Flight 4,3390,47.740448,2.504675,11896.2,39029.6,191.2,807.1
Flight 4,3420,47.678383,2.497156,11895.5,39027.4,182.8,808.58
Flight 4,3450,47.615635,2.502039,11894.0,39022.3,180.3,808.21
Flight 4,3480,47.552803,2.507394,11895.1,39026,180.3,808.21
Flight 4,3510,47.489967,2.512835,11894.7,39024.7,180.3,809.51
Flight 4,3540,47.427132,2.517975,11893.6,39021.2,180.3,809.51
Flight 4,3570,47.364304,2.523287,11891.6,39014.5,179.9,803.77
Flight 4,3600,47.301544,2.528599,11890.5,39010.9,180.6,802.47
Flight 4,3630,47.238968,2.533739,11890.1,39009.5,181,800.06
Flight 4,3660,47.176304,2.538708,11890.4,39010.6,180.6,799.14
Flight 4,3690,47.113808,2.543548,11890.6,39011,181,798.4
Flight 4,3720,47.05098,2.548817,11891.3,39013.4,180.6,799.88
Flight 4,3750,46.988136,2.553442,11889.2,39006.5,181.3,801.92
Flight 4,3780,46.924885,2.557337,11892.4,39017,181,803.03
Flight 4,3810,46.861801,2.562475,11890.9,39012.1,179.6,806.36
Flight 4,3840,46.798458,2.568043,11889.9,39009,179.6,803.77
Flight 4,3870,46.735283,2.573482,11891.9,39015.4,180.3,801.18
Flight 4,3900,46.67186,2.578792,11891.2,39013.3,180.2,799.69
Flight 4,3930,46.608601,2.584103,11892.8,39018.5,180.2,801.73
Flight 4,3960,46.545006,2.58907,11891.6,39014.6,180.6,802.1
Flight 4,3990,46.481415,2.593908,11893.3,39019.9,180.9,803.58
Flight 4,4020,46.417721,2.598832,11894.3,39023.4,180.2,803.95
Flight 4,4050,46.353874,2.603971,11896.2,39029.5,180.2,809.51
Flight 4,4080,46.290009,2.608895,11894.5,39024.1,180.6,809.32
Flight 4,4110,46.225979,2.613561,11896.4,39030.2,180.2,811.73
Flight 4,4140,46.161953,2.618485,11895.2,39026.3,180.6,805.06
Flight 4,4170,46.097923,2.623152,11895.9,39028.6,180.6,804.88
Flight 4,4200,46.03381,2.62829,11897.7,39034.6,180.6,804.32
Flight 4,4230,45.969696,2.632957,11898.6,39037.3,180.9,805.43
Flight 4,4260,45.905323,2.637709,11896.7,39031.1,180.6,804.51
Flight 4,4290,45.841114,2.642848,11897.4,39033.6,180.6,800.06
Flight 4,4320,45.776749,2.647644,11902.0,39048.7,180.2,805.99
Flight 4,4350,45.712196,2.652954,11900.0,39041.9,180.2,805.43
Flight 4,4380,45.647491,2.658092,11898.6,39037.4,180.5,802.66
Flight 4,4410,45.582767,2.662544,11899.7,39040.9,180.5,799.69
Flight 4,4440,45.517891,2.666996,11900.5,39043.7,180.2,798.21
Flight 4,4470,45.452824,2.672264,11902.6,39050.6,180.2,802.29
Flight 4,4500,45.387341,2.677231,11902.7,39050.9,180.5,806.18
Flight 4,4530,45.32151,2.681897,11902.3,39049.6,180.2,810.25
Flight 4,4560,45.255505,2.686864,11903.6,39053.8,179.8,810.25
Flight 4,4590,45.189499,2.691831,11904.2,39055.9,180.2,812.29
Flight 4,4620,45.123249,2.696798,11905.2,39058.9,179.8,811.36
Flight 4,4650,45.056824,2.701937,11903.3,39053,179.8,809.32
Flight 4,4680,44.990471,2.706904,11905.4,39059.8,180.2,812.1
Flight 4,4710,44.924114,2.711527,11906.4,39062.9,180.1,811.18
Flight 4,4740,44.857517,2.716451,11906.1,39062,179.8,810.44
Flight 4,4770,44.791077,2.721161,11907.2,39065.6,179.8,813.21
Flight 4,4800,44.724487,2.726085,11908.5,39069.9,179.8,807.84
Flight 4,4830,44.658047,2.731052,11905.9,39061.2,179.4,808.95
Flight 4,4860,44.591278,2.736148,11908.6,39070.3,179.8,810.81
Flight 4,4890,44.524837,2.740986,11908.4,39069.5,179.8,810.81
Flight 4,4920,44.458324,2.74561,11910.6,39076.9,179.8,812.47
Flight 4,4950,44.3918,2.750276,11908.8,39071,179.4,809.88
Flight 4,4980,44.325375,2.7552,11910.3,39075.8,179.4,805.43
Flight 4,5010,44.259113,2.760039,11909.7,39073.9,179.8,799.32
Flight 4,5040,44.19286,2.764963,11908.3,39069.2,179.4,796.73
Flight 4,5070,44.126591,2.769972,11912.8,39083.8,179,801.73
Flight 4,5100,44.059994,2.774725,11914.8,39090.6,179,804.14
Flight 4,5130,43.993225,2.77952,11912.1,39081.8,178.7,805.99
Flight 4,5160,43.926529,2.784444,11914.4,39089.4,179,805.43
Flight 4,5190,43.859497,2.787866,11887.8,39002.1,181.5,807.66
Flight 4,5220,43.792038,2.789143,11742.9,38526.6,181.5,817.47
Flight 4,5250,43.724052,2.790591,11577.2,37982.8,181.1,825.62
Flight 4,5280,43.655396,2.792253,11416.8,37456.6,180.4,827.66
Flight 4,5310,43.586388,2.794817,11246.4,36897.8,180.4,833.03
Flight 4,5340,43.51635,2.797037,11038.2,36214.7,180.4,838.03
Flight 4,5370,43.446659,2.798914,10755.2,35286.2,179.7,840.25
Flight 4,5400,43.376877,2.800963,10456.9,34307.4,179.4,836.73
Flight 4,5430,43.306232,2.803398,10158.1,33327,179.4,854.51
Flight 4,5460,43.235435,2.805404,9858.3,32343.5,179,846.92
Flight 4,5490,43.165302,2.807796,9549.6,31330.9,178.6,835.07
Flight 4,5520,43.095959,2.809845,9240.2,30315.6,178.3,814.14
Flight 4,5550,43.027817,2.812065,8919.6,29263.9,178.3,797.29
Flight 4,5580,42.960606,2.814629,8608.8,28244.2,178.6,790.25
Flight 4,5610,42.894768,2.816892,8297.6,27222.9,179,777.28
Flight 4,5640,42.829891,2.81907,7992.5,26222,178.6,765.99
Flight 4,5670,42.766033,2.82099,7671.7,25169.6,177.9,754.5
Flight 4,5700,42.703465,2.823339,7411.9,24317.1,178.3,737.1
Flight 4,5730,42.642788,2.825087,7166.7,23512.8,178.3,715.43
Flight 4,5760,42.583992,2.827222,6925.4,22721,178.6,694.13
Flight 4,5790,42.526741,2.829013,6730.6,22081.9,178.6,676.54
Flight 4,5820,42.470863,2.830761,6508.9,21354.6,179,663.76
Flight 4,5850,42.416714,2.823112,6269.1,20567.9,190.6,657.09
Flight 4,5880,42.363922,2.810397,6060.4,19883.3,190.5,640.79
Flight 4,5910,42.310966,2.797641,5766.2,18918,190.5,640.42
Flight 4,5940,42.259129,2.785141,5467.7,17938.5,190.2,629.49
Flight 4,5970,42.208138,2.77277,5215.9,17112.4,190.2,621.53
Flight 4,6000,42.15699,2.760743,4958.6,16268.4,190.9,623.94
Flight 4,6030,42.104298,2.747557,4663.6,15300.6,190.2,690.61
Flight 4,6060,42.048672,2.733513,4343.1,14249,190.5,713.39
Flight 4,6090,41.992203,2.718052,3963.9,13005.1,196.1,713.58
Flight 4,6120,41.939236,2.690318,3456.3,11339.7,208.1,706.91
Flight 4,6150,41.888683,2.65649,3045.5,9991.8,208.1,695.24
Flight 4,6180,41.840027,2.624464,2887.8,9474.3,207.7,653.57
Flight 4,6210,41.7948,2.594841,2741.8,8995.2,207.7,609.49
Flight 4,6240,41.752823,2.567451,2609.0,8559.7,207.7,570.05
Flight 4,6270,41.71394,2.542162,2539.6,8332.2,207.4,530.6
Flight 4,6300,41.677376,2.518076,2478.4,8131.1,207.4,516.34
Flight 4,6330,41.642181,2.494719,2392.7,7850,207.7,502.26
Flight 4,6360,41.605885,2.470976,2010.6,6596.6,207.7,544.86
Flight 4,6390,41.568546,2.446117,1783.8,5852.4,207,533.75
Flight 4,6420,41.533268,2.422975,1549.2,5082.5,205.2,502.63
Flight 4,6450,41.498672,2.400562,1296.7,4254.2,203.1,493.93
Flight 4,6480,41.464779,2.379007,1054.7,3460.2,203.8,484.11
Flight 4,6510,41.431576,2.357109,848.0,2782.1,204.2,467.82
Flight 4,6540,41.400414,2.3368,774.3,2540.2,203.5,433.18
Flight 4,6570,41.375618,2.309924,677.7,2223.3,243.6,412.81
Flight 4,6600,41.363846,2.273177,707.2,2320.3,243.5,366.88
Flight 4,6630,41.352261,2.239521,651.7,2138,243.2,353.36
Flight 4,6660,41.341274,2.207709,521.7,1711.6,244.6,330.4
Flight 4,6690,41.33149,2.179332,377.7,1239.1,247.1,287.06
Flight 4,6720,41.322994,2.153829,255.3,837.7,245.6,270.39
Flight 4,6750,41.314842,2.1303,145.7,478,243.9,271.5
Flight 4,6780,41.306774,2.106858,40.4,132.6,245.3,280.76
Flight 5,60,52.309841,4.77451,-1.2,-4,36.9,83.9
Flight 5,960,52.289314,4.737583,212.2,696.1,236.6,304.1
