Flight,Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],SPEED (km/h)
Flight 6,5790,41.404446,2.33685,1010.8,3316.3,203,403.55
Flight 6,5820,41.378525,2.317743,878.7,2882.8,236,394.85
Flight 6,5850,41.366344,2.281428,727.3,2386.3,245.9,394.48
Flight 6,5880,41.354321,2.246357,694.6,2279,245.6,355.95
Flight 6,5910,41.343506,2.214462,544.8,1787.2,245.9,331.69
Flight 6,5940,41.333809,2.185957,414.0,1358.4,244.9,294.84
Flight 6,5970,41.325321,2.160843,296.4,972.4,244.6,279.65
Flight 6,6000,41.31699,2.136586,179.4,588.5,243.2,278.36
Flight 6,6030,41.308655,2.112244,65.1,213.5,242.8,273.17
Flight 7,30,52.308819,4.772633,-1.2,-4,82.2,81.67
Flight 7,420,52.290367,4.740741,171.8,563.5,237.6,305.58
Flight 7,450,52.279118,4.711332,541.3,1775.9,238,310.58
Flight 7,480,52.262802,4.681495,765.0,2509.8,208.8,380.4
Flight 7,510,52.233616,4.684616,1105.9,3628.4,147.6,429.66
Flight 7,540,52.208027,4.717219,1604.6,5264.5,150.1,437.26
Flight 7,570,52.178501,4.74257,2081.2,6828.1,153.9,440.22
Flight 7,600,52.14587,4.75818,2506.7,8224,180.3,459.67
Flight 7,630,52.107925,4.759112,2788.6,9149,181,513.93
Flight 7,660,52.066975,4.761289,3130.3,10270,179.5,532.08
Flight 7,690,52.022598,4.760418,3386.2,11109.5,193.2,587.82
Flight 7,720,51.977867,4.733327,3733.6,12249.4,208,618.01
Flight 7,750,51.932621,4.701816,4157.7,13640.7,207.3,632.09
Flight 7,780,51.885326,4.669446,4550.5,14929.5,207.3,646.72
Flight 7,810,51.836319,4.635961,4976.6,16327.5,207.3,665.05
Flight 7,840,51.786182,4.601703,5405.3,17734,206.9,678.76
Flight 7,870,51.735191,4.56723,5856.8,19215.1,208,693.2
Flight 7,900,51.68325,4.531813,6225.2,20423.9,208.3,710.06
Flight 7,930,51.630451,4.496053,6622.6,21727.6,208.3,717.28
Flight 7,960,51.576893,4.459607,6975.9,22886.7,208.3,725.24
Flight 7,990,51.522125,4.422431,7286.1,23904.6,208.6,739.32
Flight 7,1020,51.466328,4.384568,7582.4,24876.8,207.9,752.84
Flight 7,1050,51.409492,4.346233,7881.7,25858.7,207.9,770.43
Flight 7,1080,51.351902,4.307597,8173.4,26815.7,207.5,773.21
Flight 7,1110,51.293617,4.26849,8435.4,27675.1,207.5,781.36
Flight 7,1140,51.234386,4.228911,8683.5,28489.3,207.2,794.32
Flight 7,1170,51.174297,4.188816,8912.9,29241.9,207.5,802.1
Flight 7,1200,51.113434,4.148378,9141.5,29991.9,207.2,810.99
Flight 7,1230,51.05188,4.10764,9356.4,30696.8,206.8,820.62
Flight 7,1260,50.989567,4.066602,9566.6,31386.5,206.8,827.66
Flight 7,1290,50.926739,4.025048,9783.9,32099.6,206.8,830.44
Flight 7,1320,50.864071,3.98401,10064.5,33019.8,206.8,823.4
Flight 7,1350,50.801743,3.943143,10311.9,33831.8,207.1,823.58
Flight 7,1380,50.739429,3.902619,10552.4,34620.7,207.8,820.07
Flight 7,1410,50.675907,3.867632,10769.3,35332.4,201.8,814.14
Flight 7,1440,50.611526,3.83582,10968.2,35984.8,202.9,819.88
Flight 7,1470,50.547489,3.804051,11184.0,36693,202.9,814.14
Flight 7,1500,50.483879,3.772282,11384.0,37349.2,203.6,825.81
Flight 7,1530,50.421299,3.741028,11607.4,38081.9,203.9,805.06
Flight 7,1560,50.358727,3.709732,11720.8,38454,203.2,799.69
Flight 7,1590,50.295807,3.67852,11799.1,38711,203.2,813.03
Flight 7,1620,50.232712,3.646794,11908.6,39070.2,203.2,815.62
Flight 7,1650,50.169621,3.615626,11963.8,39251.3,203.2,814.69
Flight 7,1680,50.10627,3.584415,11962.0,39245.4,203.2,813.4
Flight 7,1710,50.043095,3.553505,11962.4,39246.7,203.1,813.77
Flight 7,1740,49.979996,3.522766,11959.7,39237.8,202.8,810.44
Flight 7,1770,49.91708,3.492027,11958.2,39233,202.8,810.44
Flight 7,1800,49.854328,3.461459,11957.3,39229.9,202.4,807.29
Flight 7,1830,49.79158,3.431064,11956.3,39226.7,202.8,806.73
Flight 7,1860,49.729,3.400711,11955.3,39223.3,202.8,805.99
Flight 7,1890,49.66626,3.370573,11953.6,39218,202.7,806.73
Flight 7,1920,49.60376,3.340263,11951.9,39212.3,202.7,804.88
Flight 7,1950,49.541096,3.310125,11951.8,39211.8,202.4,807.66
Flight 7,1980,49.478348,3.279987,11948.8,39202.1,202.4,808.58
Flight 7,2010,49.4156,3.250063,11948.9,39202.6,202.4,811.55
Flight 7,2040,49.352676,3.220225,11947.1,39196.4,202.3,812.1
Flight 7,2070,49.289917,3.190431,11945.3,39190.5,202,812.29
Flight 7,2100,49.227173,3.160807,11944.4,39187.8,202,812.47
Flight 7,2130,49.164425,3.131184,11943.4,39184.4,202,813.4
Flight 7,2160,49.101589,3.101561,11942.5,39181.3,202,811.92
Flight 7,2190,49.038933,3.07211,11940.3,39174.2,202,811.55
Flight 7,2220,48.976177,3.042529,11939.7,39172.2,201.6,811.55
Flight 7,2250,48.913437,3.013378,11938.4,39167.9,201.6,812.29
Flight 7,2280,48.849133,2.992081,11935.5,39158.5,193.1,810.99
Flight 7,2310,48.783802,2.976319,11934.3,39154.6,192.8,807.84
Flight 7,2340,48.718655,2.960515,11934.8,39156.1,192.8,808.58
Flight 7,2370,48.653336,2.944882,11932.1,39147.2,192.8,805.81
Flight 7,2400,48.588348,2.929077,11933.3,39151.4,192.7,810.44
Flight 7,2430,48.523373,2.913444,11930.5,39142,193.1,807.1
Flight 7,2460,48.458218,2.89764,11927.9,39133.5,193.1,804.51
Flight 7,2490,48.393078,2.881878,11927.2,39131.2,192.7,804.69
Flight 7,2520,48.328171,2.866159,11927.0,39130.6,192.7,804.88
Flight 7,2550,48.263107,2.850097,11925.2,39124.6,192.7,806.73
Flight 7,2580,48.198036,2.833735,11924.2,39121.5,192.7,808.21
Flight 7,2610,48.132961,2.81793,11922.1,39114.5,192.7,809.69
Flight 7,2640,48.067646,2.801954,11921.3,39111.8,192.7,809.88
Flight 7,2670,48.002323,2.786193,11921.3,39111.7,192.7,812.1
Flight 7,2700,47.937168,2.770302,11920.5,39109.2,192.7,812.66
Flight 7,2730,47.871845,2.754197,11917.2,39098.5,192.7,810.06
Flight 7,2760,47.806091,2.740968,11916.8,39097.1,185.6,809.14
Flight 7,2790,47.739479,2.741385,11914.9,39091,180.7,811.73
Flight 7,2820,47.672607,2.743605,11914.1,39088.4,180.7,810.81
Flight 7,2850,47.605743,2.745524,11912.7,39083.8,180.7,812.66
Flight 7,2880,47.53896,2.747143,11911.4,39079.4,181,814.14
Flight 7,2910,47.472176,2.74859,11911.6,39079.9,180.6,815.99
Flight 7,2940,47.40522,2.750424,11908.2,39068.8,180.6,813.77
Flight 7,2970,47.338448,2.7523,11907.3,39065.8,180.3,818.21
Flight 7,3000,47.271824,2.754177,11904.4,39056.6,180.6,809.88
Flight 7,3030,47.205048,2.756096,11906.0,39061.7,180.6,810.25
Flight 7,3060,47.138683,2.757887,11904.0,39055,180.6,811.18
Flight 7,3090,47.072155,2.759334,11901.8,39047.8,180.6,809.32
Flight 7,3120,47.005722,2.761168,11900.8,39044.7,180.6,806.73
Flight 7,3150,46.939617,2.762915,11899.9,39041.6,180.6,806.18
Flight 7,3180,46.87344,2.764878,11897.3,39033.1,180.2,804.32
Flight 7,3210,46.807259,2.766797,11897.6,39034.2,180.2,803.58
Flight 7,3240,46.741241,2.768502,11895.3,39026.5,180.2,802.84
Flight 7,3270,46.675396,2.770206,11895.1,39025.8,180.2,803.21
Flight 7,3300,46.609398,2.771911,11893.7,39021.3,179.8,806.18
Flight 7,3330,46.543385,2.773659,11891.6,39014.4,180.2,805.25
Flight 7,3360,46.477547,2.77545,11891.4,39013.7,179.8,806.36
Flight 7,3390,46.411713,2.777031,11890.2,39009.9,180.2,806.92
Flight 7,3420,46.346058,2.778712,11891.6,39014.3,179.8,805.25
Flight 7,3450,46.280224,2.780521,11892.3,39016.8,180.5,807.1
Flight 7,3480,46.214237,2.781773,11892.9,39018.7,180.8,806.36
Flight 7,3510,46.148415,2.782595,11893.1,39019.2,180.5,806.36
Flight 7,3540,46.082417,2.783546,11894.2,39023,180.5,806.36
Flight 7,3570,46.016594,2.784669,11894.7,39024.5,180.5,805.06
Flight 7,3600,45.950596,2.78562,11896.3,39029.9,180.4,808.03
Flight 7,3630,45.884434,2.786957,11896.4,39030,180.4,808.95
Flight 7,3660,45.818604,2.788337,11898.9,39038.4,180.4,813.03
Flight 7,3690,45.752598,2.789159,11897.7,39034.3,180.8,811.73
Flight 7,3720,45.686615,2.790282,11899.3,39039.6,180.8,811.73
Flight 7,3750,45.620617,2.79192,11899.6,39040.6,180.4,812.29
Flight 7,3780,45.554794,2.793429,11901.9,39048.3,180.4,809.88
Flight 7,3810,45.489136,2.794852,11901.9,39048.4,180.4,810.81
Flight 7,3840,45.423481,2.796661,11900.8,39044.5,180.4,806.92
Flight 7,3870,45.35783,2.79847,11903.1,39052.1,180.4,807.66
Flight 7,3900,45.292347,2.800494,11904.2,39055.9,180.4,808.4
Flight 7,3930,45.226879,2.80226,11901.9,39048.3,180.7,803.58
Flight 7,3960,45.161564,2.803941,11905.8,39061,180.3,804.14
Flight 7,3990,45.096241,2.805707,11904.5,39056.9,180.3,804.14
Flight 7,4020,45.030853,2.807517,11909.0,39071.6,180.3,804.69
Flight 7,4050,44.965458,2.809326,11906.8,39064.4,180.3,804.14
Flight 7,4080,44.899979,2.811135,11908.9,39071.1,180.3,804.88
Flight 7,4110,44.834496,2.812901,11910.1,39075,180.3,807.1
Flight 7,4140,44.769012,2.814754,11912.3,39082.3,180.3,811.73
Flight 7,4170,44.703373,2.816391,11909.8,39074.1,180.3,810.44
Flight 7,4200,44.637882,2.818029,11911.6,39080.1,180.3,809.51
Flight 7,4230,44.572399,2.819967,11912.4,39082.5,180.6,808.03
Flight 7,4260,44.506916,2.821691,11913.2,39085.3,180.6,806.73
Flight 7,4290,44.441608,2.823285,11915.3,39092.1,180.2,814.51
Flight 7,4320,44.376469,2.825095,11916.2,39095.3,180.2,815.44
Flight 7,4350,44.311325,2.826904,11914.9,39091,180.6,816.55
Flight 7,4380,44.246281,2.828584,11916.9,39097.5,180.6,814.14
Flight 7,4410,44.181419,2.830179,11916.2,39095.3,180.6,810.06
Flight 7,4440,44.116863,2.832031,11917.7,39099.9,180.5,811.92
Flight 7,4470,44.052155,2.833626,11918.7,39103.3,180.9,809.88
Flight 7,4500,43.987701,2.835435,11918.8,39103.7,180.9,804.88
Flight 7,4530,43.923424,2.837202,11920.0,39107.6,180.5,806.73
Flight 7,4560,43.85923,2.838882,11921.2,39111.6,180.5,803.58
Flight 7,4590,43.795029,2.84052,11921.9,39113.9,180.9,802.29
Flight 7,4620,43.730843,2.842329,11923.2,39118,180.5,801.55
Flight 7,4650,43.666641,2.843967,11844.6,38860.3,180.8,803.58
Flight 7,4680,43.6022,2.845604,11690.2,38353.6,180.5,804.32
Flight 7,4710,43.537575,2.847242,11547.0,37883.8,180.1,808.77
Flight 7,4740,43.47295,2.849094,11406.9,37424.2,180.8,805.99
Flight 7,4770,43.408146,2.850861,11260.2,36942.9,181.2,815.62
Flight 7,4800,43.343445,2.852327,11110.5,36451.8,181.1,810.06
Flight 7,4830,43.278748,2.853793,10964.8,35973.7,181.1,815.44
Flight 7,4860,43.214546,2.85543,10809.7,35464.9,180.8,810.99
Flight 7,4890,43.149845,2.856896,10705.8,35124,180.1,813.03
Flight 7,4920,43.0853,2.858877,10710.3,35138.9,180.1,812.47
Flight 7,4950,43.02076,2.860515,10711.1,35141.5,180.4,812.29
Flight 7,4980,42.956394,2.861981,10273.1,33704.4,180,823.4
Flight 7,5010,42.891514,2.863618,9940.6,32613.5,179.7,810.25
Flight 7,5040,42.827324,2.865299,9558.6,31360.1,179.7,802.1
Flight 7,5070,42.763474,2.866894,9093.5,29834.3,180.4,809.88
Flight 7,5100,42.699368,2.86115,8646.3,28367.2,186,811.73
Flight 7,5130,42.635437,2.853647,8162.5,26779.8,186,819.7
Flight 7,5160,42.572693,2.846487,7800.6,25592.6,186,807.84
Flight 7,5190,42.511158,2.839241,7433.5,24388,186,791.92
Flight 7,5220,42.450912,2.831909,7072.1,23202.4,188.8,782.47
Flight 7,5250,42.39291,2.818355,6711.1,22018.1,191.2,766.54
Flight 7,5280,42.33609,2.804715,6356.3,20854,191.6,743.58
Flight 7,5310,42.279629,2.791247,5893.2,19334.7,191.5,741.54
Flight 7,5340,42.223232,2.777478,5458.4,17908.1,191.5,735.8
Flight 7,5370,42.167709,2.764267,5203.7,17072.5,191.5,711.35
Flight 7,5400,42.115101,2.751742,4943.3,16218.1,191.9,684.87
Flight 7,5430,42.063366,2.738875,4591.6,15064.4,192.2,677.65
Flight 7,5460,42.011608,2.725793,4166.4,13669.3,191.1,680.42
Flight 7,5490,41.960037,2.713097,3910.8,12830.9,190.4,651.72
Flight 7,5520,41.911804,2.701517,3663.9,12020.7,190.8,609.86
Flight 7,5550,41.866489,2.69058,3460.5,11353.4,191.1,571.9
Flight 7,5580,41.823925,2.679944,3195.8,10484.9,190.8,543.93
Flight 7,5610,41.781868,2.66948,2952.0,9684.9,189.7,539.86
Flight 7,5640,41.74017,2.659359,2743.2,9000,188.6,535.6
Flight 7,5670,41.699837,2.650396,2612.4,8570.8,188.3,512.45
Flight 7,5700,41.661652,2.642292,2539.5,8331.6,188.3,477.63
Flight 7,5730,41.625519,2.634445,2411.3,7911.1,188.6,457.07
Flight 7,5760,41.590076,2.626685,2245.5,7367,188.6,461.15
Flight 7,5790,41.555332,2.619954,2108.1,6916.3,197.7,450.78
Flight 7,5820,41.524605,2.600692,1923.3,6310.1,208.6,443.37
Flight 7,5850,41.494057,2.579799,1723.9,5655.9,208.6,446.52
Flight 7,5880,41.465137,2.557061,1603.1,5259.4,229,433.55
Flight 7,5910,41.448238,2.521878,1517.7,4979.4,241.6,404.85
Flight 7,5940,41.435287,2.485707,1395.8,4579.5,248,405.4
Flight 7,5970,41.423878,2.450352,1272.1,4173.4,245.5,399.48
Flight 7,6000,41.4123,2.416713,1184.3,3885.6,243.7,374.47
Flight 7,6030,41.401928,2.386594,1111.7,3647.4,244.1,337.25
Flight 7,6060,41.392487,2.358492,976.8,3204.7,243.7,330.4
Flight 7,6090,41.383053,2.330818,813.7,2669.6,244.4,319.66
Flight 7,6120,41.373699,2.302501,709.4,2327.3,244.4,314.65
Flight 7,6150,41.364174,2.274699,712.1,2336.2,244.4,313.36
Flight 7,6180,41.354664,2.247069,696.6,2285.4,244.7,311.88
Flight 7,6210,41.345657,2.220554,576.2,1890.3,243.3,289.28
Flight 7,6240,41.337425,2.196443,470.5,1543.7,242.2,275.58
Flight 7,6270,41.329193,2.17216,354.7,1163.6,245.1,283.36
Flight 7,6300,41.320702,2.147319,233.4,765.7,244.7,276.87
Flight 7,6330,41.31221,2.122564,116.7,383,246.8,278.91
Flight 7,6540,41.302261,2.078625,6.4,21,299.5,82.6
